Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
Manager - Data Scientist,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors / Masters degree in economics, mathematics, computer science / engineering, o...",4-9 Yrs,_Event Management_Data Science_SAS_Data Analytics_Analytics,https://www.naukri.com/job-listings-manager-data-scientist-huquo-consulting-pvt-ltd-gurgaon-gurugram-4-to-9-years-011122908704
Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors / Masters degree in economics, mathematics, computer science / engineering, o...",5-10 Yrs,_data analytics_Analytics_Python_Predictive Modeling_Data Science_NLP_SAS_Data Scientist,https://www.naukri.com/job-listings-manager-data-scientist-analytics-huquo-consulting-pvt-ltd-gurgaon-gurugram-5-to-10-years-011122908197
Data Scientist - Machine Learning,HyringNinja,"Mumbai, Pune",Not disclosed,"Good mathematical background and knowledge of data science, deep learning, machine lear...",1-5 Yrs,_Machine Learning_Data Science_Data Scientist_Django_Artificial Intelligence_Data Analyst_Statistical Analyst_Deep Learning,https://www.naukri.com/job-listings-data-scientist-machine-learning-hyringninja-mumbai-pune-1-to-5-years-301122911853
Data Scientist,Talent Et Au-dela,Pune,Not disclosed,Strong total 6-8 years experience and hands-on as a Data Scientist,6-8 Yrs,_Automation_Bluetooth_Data analysis_data science_Analytical_IT management_Sensors_Customer experience,https://www.naukri.com/job-listings-data-scientist-talent-et-au-dela-pune-6-to-8-years-301122500655
Data Scientist - R/Python,Okda Solutions,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,Permanently work from homeUS SHIFT 3:00 PM TO 12:00 AM IST Bachelors degree in computer...,4-7 Yrs,_Python_Data Science_Java_R_Data Scientist_Artificial Intelligence_Data Management_Data Modeling,https://www.naukri.com/job-listings-data-scientist-r-python-okda-solutions-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-4-to-7-years-291122913345
Data Scientist,Adecco Group,"Hybrid - Kochi/Cochin, Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram","27,50,000 - 30,00,000 PA.","Roles and Responsibilities Strong expereince into Ai, Clustering, Machine Learning Desi...",10-14 Yrs,_data science_Artificial Intelligence_Machine Learning_Ai_Clustering,https://www.naukri.com/job-listings-data-scientist-adecco-group-kochi-cochin-chennai-bangalore-bengaluru-trivandrum-thiruvananthapuram-10-to-14-years-291122004475
Associate Data Scientist,Shell,Chennai,Not disclosed,This job profile contains generic information and does not describe individual position...,3-5 Yrs,_Data Science_Data Scientist_project design_Data Analytics,https://www.naukri.com/job-listings-associate-data-scientist-shell-india-markets-private-limited-chennai-3-to-5-years-161122914574
Data Scientist,Virtue Analytics,Lucknow,Not disclosed,A keen ability to story board data and good communication skills,3-5 Yrs,_data mining_Data Science_Data Scientist_Data Management_Data Modeling_Data Analytics_Machine Learning_Analytics,https://www.naukri.com/job-listings-data-scientist-virtue-analytics-lucknow-3-to-5-years-111122908264
Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",Not disclosed,Btech / Masters from top tier insitute / university with excellent academic recordExper...,3-8 Yrs,_NLP_Data Science_Data Scientist_Data Management_Statistical Modeling_Data Visualization_Data Analytics_Machine Learning,https://www.naukri.com/job-listings-data-scientist-bfsi-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-3-to-8-years-071122904500
Data scientist,CliqHR Recruitment Services,Kochi/Cochin,Not disclosed,Requirements: Data scientist with experience working in time-series problemsProven expe...,4-8 Yrs,_Data science_data analysis_Jupyter_Python_pandas_machine learning_data networking,https://www.naukri.com/job-listings-data-scientist-cliqhr-recruitment-services-kochi-cochin-4-to-8-years-021222910379
Data Scientist,Enqos,Chennai,Not disclosed,Experience working independently in linux operating systems Skilled knowledge of neural...,3-6 Yrs,_linux_Spark_numpy_Kubeflow_AWS_pandas_vector search_Tensorflow,https://www.naukri.com/job-listings-data-scientist-enqos-chennai-3-to-6-years-301122500145
"Hiring Data Scientists - Python, ML, Statistical Model Development",D&B Technologies and Data Services Pvt Ltd,Hybrid - Chennai(Taramani),Not disclosed,"Key SkillsRisk Analytics, Regression Modeling and Validation, Credit Risk Scorecard dev...",2-5 Yrs,_Predictive Modeling_Data Science_Machine Learning_Statistics_Python_NLP_Pandas_NumPy,https://www.naukri.com/job-listings-hiring-data-scientists-python-ml-statistical-model-development-d-b-technologies-and-data-services-pvt-ltd-chennai-2-to-5-years-291122011210
Data Scientist - KPO,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Should be able to work on a problem independently and prepare client ready deliverable ...,4-9 Yrs,_Data Science_Data Scientist_Data Management_Python Coding_Data Modeling_Data Analytics_Machine Learning_Analytics,https://www.naukri.com/job-listings-data-scientist-kpo-huquo-consulting-pvt-ltd-gurgaon-gurugram-4-to-9-years-081122900014
Data Scientist - Digital Marketing Solutions,OPTIONS INDIA GROUP,Kolkata,Not disclosed,Role Objective : - Developing advanced algorithms to solve problems of large dimensiona...,3-8 Yrs,_Big Data Analytics_Data Science_Data Scientist_Artificial Intelligence_Big Data_Data Mining_Tableau_Machine Learning,https://www.naukri.com/job-listings-data-scientist-digital-marketing-solutions-options-india-group-kolkata-3-to-8-years-031122915159
Associate - Sales and Solutioning,Themathcompany,Bangalore/Bengaluru,Not disclosed,Structured thinking and ability to handle stress. Fluent communication skills Passionat...,3-7 Yrs,_data science_Networking_Data analytics_Sales Associate_Analytics,https://www.naukri.com/job-listings-associate-sales-and-solutioning-themathcompany-bangalore-bengaluru-3-to-7-years-011222501279
"Data Scientist - EdTech (Product based Company), Noida Sec-132 or NSEZ",Omam Consultants,Noida,Not disclosed,Knowledge of Sagemaker on AWS is must Experience with machine learning frameworks (like...,3-8 Yrs,_data science_Natural Language Processing_machine learning_algorithms_nlp_Artificial Intelligence_ML,https://www.naukri.com/job-listings-data-scientist-edtech-product-based-company-noida-sec-132-or-nsez-omam-consultants-noida-3-to-8-years-011222011000
Data Scientist,Mastermind Network,"Delhi / NCR, Mumbai (All Areas)",Not disclosed,7 years in Data Scientist/ Data Science role with Good working knowledge in Machine Lea...,5-8 Yrs,_machine learning_deep learning_python_data science_Artificial Intelligence_decision trees_Analytics_data Scientist,https://www.naukri.com/job-listings-data-scientist-mastermind-network-delhi-ncr-mumbai-all-areas-5-to-8-years-011222010405
Data Scientist,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Should be able to work on a problem independently and prepare client ready deliverable ...,2-4 Yrs,_Predictive Modeling_Data Science_Data Scientist_Data Management_Statistical Modeling_Tableau_Data Analytics_Statistics,https://www.naukri.com/job-listings-data-scientist-huquo-consulting-pvt-ltd-gurgaon-gurugram-2-to-4-years-011122908094
Data Scientist,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Should be able to work on a problem independently and prepare client ready deliverable ...,4-9 Yrs,_Data Science_Data Scientist_Data Management_Data Modeling_Data Analytics_Machine Learning_Analytics_SQL,https://www.naukri.com/job-listings-data-scientist-huquo-consulting-pvt-ltd-gurgaon-gurugram-4-to-9-years-011122907862
Data Scientist,Seven Consultancy (HR Solution),Chennai,Not disclosed,Be able to take the initiative and work with minimum guidance and requirementsMust have...,3-8 Yrs,_data science_Workflow management_OOPS_Machine learning_Infrastructure_Programming_Data structures_Data analytics,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501506
Data Scientist,Seven Consultancy (HR Solution),New Delhi,Not disclosed,Be able to take the initiative and work with minimum guidance and requirementsMust have...,3-8 Yrs,_data science_big data analytics_Workflow management_Consulting_Machine learning_Infrastructure_Programming_Data structures,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-new-delhi-3-to-8-years-280322501505
Data Scientist,Seven Consultancy (HR Solution),Mumbai,Not disclosed,Be able to take the initiative and work with minimum guidance and requirementsMust have...,2-7 Yrs,_data science_big data analytics_Workflow management_Machine learning_Infrastructure_Data structures_Consultancy_Apache,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-mumbai-2-to-7-years-280322501325
Lead Machine Learning Engineer/ Data Scientist 7+ years,KP Hr And Infra Services,Permanent Remote,"25,00,000 - 30,00,000 PA.",5+ years of experience in implementing Machine Learning and Deep Learning models applie...,7-10 Yrs,_Data Science_NLP_Natural Language Processing_ANN_Deep Learning_Machine Learning_SVM,https://www.naukri.com/job-listings-lead-machine-learning-engineer-data-scientist-7-years-kp-hr-and-infra-services-pune-7-to-10-years-021222006429
Senior Data Scientist || Gurgaon,Neoris,Temp. WFH - Gurgaon/Gurugram,Not disclosed,"Bachelors degree from Tier I / II colleges (Post Graduation Good to have, not mandatory...",5-7 Yrs,_Tensorflow_Data Science_Python_Pytorch_R_Artificial Neural Networks_Text Mining_Computer Vision,https://www.naukri.com/job-listings-senior-data-scientist-gurgaon-neoris-consulting-services-india-pvt-ltd-gurgaon-gurugram-5-to-7-years-291122914721
Assistant Manager/Manager/Senior Manager - Data Scientist,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru, Gurugram",Not disclosed,Very strong analytical skills with the demonstrated ability to research and make decisi...,2-7 Yrs,_SQL_python_r_nlp_data science_sas_neural networks_pytorch,https://www.naukri.com/job-listings-assistant-manager-manager-senior-manager-data-scientist-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-gurugram-2-to-7-years-171122908975
Sr. Data Scientist || Work from Office ||,BonusHub,Noida,"16,00,000 - 25,00,000 PA.","Demonstrated hands-on experience in using algorithm libraries / frameworks like H2O, Ke...",3-8 Yrs,_Data Science,https://www.naukri.com/job-listings-sr-data-scientist-work-from-office-bonushub-noida-3-to-8-years-291122015677
Senior Data Scientist,Decision Point,Hybrid - Gurgaon/Gurugram,Not disclosed,Candidate should be research oriented and passionate to learn new technologies and adap...,3-8 Yrs,_Time Series Analysis_time series_machine learning_Data Science_Arima,https://www.naukri.com/job-listings-senior-data-scientist-decision-point-gurgaon-gurugram-3-to-8-years-251122006543
Senior Data Scientist,SuccessR Hrtech Pvt Ltd,Temp. WFH - Bangalore/Bengaluru,Not disclosed,"Responsibilities:Design, Implement and Evaluate models and Design machine learning syst...",5-9 Yrs,_Python_deep learning_lstm_cnn_nlp_rnn_data science_pytorch,https://www.naukri.com/job-listings-senior-data-scientist-successr-hrtech-pvt-ltd-bangalore-bengaluru-5-to-9-years-181122912352
Jr/Sr Data Scientist -  Product Company -Mumbai ( Remote working),Maestro Headhunters LLP,Mumbai (All Areas),"8,00,000 - 18,00,000 PA.",Open for candidates to work remotely Our client is one of the fastest-growing start-up ...,3-8 Yrs,_Senior Data Scientist_Regression_Text Mining_Clustering_Machine Learning_Java_C++_C,https://www.naukri.com/job-listings-jr-sr-data-scientist-product-company-mumbai-remote-working-maestro-headhunters-llp-mumbai-all-areas-3-to-8-years-070919002423
Sr . Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),Bangalore/Bengaluru,Not disclosed,Must have experience of deploying data science / machine learning projects at scaleMini...,3-10 Yrs,_machine learning_D3 js_Tableau_graph theory_predictive analytics_Spark_data structures_object - oriented programming,https://www.naukri.com/job-listings-sr-data-scientist-ormae-operations-research-machine-learning-analytics-experts-llp-bangalore-bengaluru-3-to-10-years-211122502556
Senior Data Scientist,3i Infotech,Hybrid - Chennai,Not disclosed,Roles and Responsibilities You will be the core members who would be designing the data...,3-6 Yrs,_Data Science_Python_R_data sciencitist_Scala_Spark,https://www.naukri.com/job-listings-senior-data-scientist-3i-infotech-limited-chennai-3-to-6-years-181122608798
Senior Data Scientist,3i Infotech,Hybrid - Chennai,Not disclosed,Roles and Responsibilities You will be the core members who would be designing the data...,7-12 Yrs,_Data Science_Python_DB_Tableau_Azure_Spark_R_Oracle,https://www.naukri.com/job-listings-senior-data-scientist-3i-infotech-limited-chennai-7-to-12-years-181122008796
Senior Data Scientist,Ganit Business Solutions,"Chennai, Bangalore/Bengaluru",Not disclosed,"One of these 3 Bachelors / Masters degree in Engineering / Technology, an MBA or an MSc...",5-8 Yrs,_Data Science_predictive modeling_python_Algorithm Analysis,https://www.naukri.com/job-listings-senior-data-scientist-ganit-business-solutions-private-limited-chennai-bangalore-bengaluru-5-to-8-years-171122008960
Data Scientist/Senior Data Scientist,Brahma Consulting Group,Hyderabad/Secunderabad,Not disclosed,"As Data Scientists, we work with business leaders to solve clients’ business challenges...",5-10 Yrs,_Unix_Text mining_data science_Analytical_Consulting_Machine learning_Forecasting_SQL,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-brahma-consulting-group-hyderabad-secunderabad-5-to-10-years-251122501702
Senior Business Analyst,Flipkart,Bangalore/Bengaluru,Not disclosed,You will be required to,1-3 Yrs,_Business analysis_Analytical_Analytics_SQL_Python_Root cause analysis_data science_ARM,https://www.naukri.com/job-listings-senior-business-analyst-flipkart-internet-private-limited-bangalore-bengaluru-1-to-3-years-011222905961
Sr Data Analyst,Boston Consulting Group,Bangalore/Bengaluru,Not disclosed,"To realize our digital transformation, we need to transform our products, experiences, ...",4-6 Yrs,_Mining_Data analysis_Machine learning_Agile_Data analytics_data visualization_Forecasting_Data warehousing,https://www.naukri.com/job-listings-sr-data-analyst-boston-consulting-group-bangalore-bengaluru-4-to-6-years-251122502722
Sr Data Analyst,Boston Consulting Group,Bangalore/Bengaluru,Not disclosed,Must understand API integration using Python for extracting data from different sources...,4-6 Yrs,_Text mining_Data analysis_Machine learning_Agile_Data analytics_Data Analyst_data visualization_Operations,https://www.naukri.com/job-listings-sr-data-analyst-boston-consulting-group-bangalore-bengaluru-4-to-6-years-251122502555
